iter	Passed	Remaining
299	691	1614
300	693	1610
301	695	1607
302	697	1604
303	699	1601
304	701	1598
305	703	1595
306	705	1592
307	707	1589
308	709	1585
309	711	1582
310	713	1579
311	715	1577
312	717	1574
313	719	1571
314	721	1568
315	723	1565
316	725	1562
317	727	1559
318	728	1556
319	730	1552
320	732	1549
321	734	1546
322	736	1543
323	738	1540
324	740	1537
325	742	1534
326	744	1531
327	746	1528
328	748	1525
329	750	1522
330	752	1520
331	754	1517
332	755	1514
333	757	1510
334	759	1508
335	761	1505
336	763	1502
337	766	1500
338	768	1498
339	770	1495
340	772	1493
341	775	1491
342	777	1488
343	779	1485
344	781	1483
345	783	1480
346	785	1477
347	787	1474
348	789	1471
349	790	1468
350	792	1466
351	794	1463
352	796	1460
353	798	1457
354	800	1455
355	802	1452
356	804	1449
357	806	1446
358	808	1443
359	810	1440
360	812	1438
361	814	1435
362	816	1432
363	818	1429
364	820	1427
365	822	1424
366	824	1421
367	826	1419
368	828	1416
369	830	1413
370	832	1410
371	834	1408
372	836	1405
373	837	1402
374	839	1399
375	841	1397
376	843	1394
377	845	1391
378	847	1388
379	849	1385
380	851	1382
381	853	1380
382	855	1378
383	857	1375
384	859	1372
385	861	1370
386	863	1367
387	865	1364
388	867	1362
389	869	1359
390	871	1356
391	873	1354
392	874	1351
393	876	1348
394	878	1345
395	880	1343
396	882	1340
397	884	1337
398	886	1334
399	888	1332
400	889	1329
401	891	1326
402	893	1323
403	895	1321
404	897	1318
405	899	1315
406	900	1312
407	902	1309
408	904	1306
409	906	1304
410	908	1301
411	909	1298
412	911	1295
413	913	1293
414	915	1290
415	917	1287
416	919	1284
417	920	1282
418	922	1279
419	924	1276
420	926	1274
421	928	1271
422	930	1268
423	932	1266
424	934	1263
425	935	1261
426	937	1258
427	939	1255
428	941	1253
429	943	1250
430	945	1247
431	946	1245
432	948	1241
433	949	1238
434	951	1236
435	953	1233
436	955	1230
437	957	1228
438	959	1225
439	960	1222
440	962	1220
441	964	1217
442	966	1215
443	968	1212
444	970	1209
445	971	1207
446	973	1204
447	975	1202
448	977	1199
449	979	1196
450	981	1194
451	982	1191
452	984	1189
453	986	1186
454	988	1183
455	990	1181
456	991	1178
457	993	1176
458	995	1173
459	997	1170
460	999	1168
461	1001	1166
462	1003	1163
463	1004	1160
464	1006	1158
465	1008	1155
466	1010	1153
467	1012	1150
468	1014	1148
469	1016	1145
470	1018	1143
471	1020	1141
472	1022	1138
473	1024	1136
474	1025	1133
475	1027	1131
476	1029	1129
477	1031	1126
478	1033	1124
479	1035	1121
480	1037	1119
481	1039	1116
482	1041	1114
483	1043	1112
484	1045	1109
485	1046	1107
486	1048	1104
487	1050	1102
488	1052	1099
489	1054	1097
490	1056	1095
491	1058	1092
492	1060	1090
493	1062	1088
494	1064	1085
495	1066	1084
496	1068	1081
497	1070	1079
498	1072	1077
499	1075	1075
500	1077	1072
501	1079	1070
502	1082	1069
503	1084	1067
504	1086	1064
505	1088	1062
506	1090	1060
507	1092	1057
508	1094	1055
509	1096	1053
510	1098	1051
511	1100	1048
512	1102	1046
513	1104	1044
514	1106	1041
515	1108	1039
516	1110	1037
517	1112	1034
518	1113	1032
519	1115	1030
520	1117	1027
521	1119	1025
522	1121	1022
523	1123	1020
524	1125	1018
525	1127	1015
526	1129	1013
527	1131	1011
528	1133	1009
529	1135	1006
530	1137	1004
531	1139	1002
532	1141	999
533	1143	997
534	1145	995
535	1146	992
536	1149	991
537	1151	988
538	1153	986
539	1156	984
540	1157	982
541	1159	980
542	1161	977
543	1163	975
544	1165	973
545	1167	970
546	1169	968
547	1171	966
548	1173	963
549	1175	961
550	1177	959
551	1179	956
552	1180	954
553	1182	952
554	1184	950
555	1186	947
556	1188	945
557	1190	943
558	1192	940
559	1194	938
560	1196	936
561	1198	933
562	1200	931
563	1202	929
564	1204	927
565	1206	924
566	1208	922
567	1210	920
568	1212	918
569	1213	915
570	1215	913
571	1217	911
572	1219	908
573	1221	906
574	1223	904
575	1225	902
576	1227	899
577	1229	897
578	1231	895
579	1233	892
580	1235	890
581	1237	888
582	1238	886
583	1240	883
584	1242	881
585	1244	879
586	1246	876
587	1248	874
588	1250	872
589	1252	870
590	1254	867
591	1256	865
592	1258	863
593	1259	861
594	1261	858
595	1263	856
596	1265	854
597	1267	852
598	1269	849
599	1271	847
600	1273	845
601	1274	842
602	1276	840
603	1278	838
604	1280	836
605	1282	833
606	1284	831
607	1285	829
608	1287	826
609	1289	824
610	1291	822
611	1293	819
612	1295	817
613	1297	815
614	1299	813
615	1301	811
616	1303	808
617	1304	806
618	1306	804
619	1308	802
620	1310	800
621	1312	797
622	1314	795
623	1316	793
624	1318	791
625	1320	788
626	1321	786
627	1323	784
628	1325	781
629	1327	779
630	1329	777
631	1331	775
632	1333	773
633	1335	770
634	1337	768
635	1339	766
636	1341	764
637	1342	762
638	1344	759
639	1346	757
640	1348	755
641	1350	752
642	1352	750
643	1354	748
644	1356	746
645	1358	744
646	1359	741
647	1361	739
648	1363	737
649	1365	735
650	1367	732
651	1368	730
652	1370	728
653	1372	726
654	1374	723
655	1376	721
656	1378	719
657	1380	717
658	1381	715
659	1383	712
660	1385	710
661	1387	708
662	1389	706
663	1391	703
664	1392	701
665	1394	699
666	1396	697
667	1398	695
668	1400	692
669	1402	690
670	1403	688
671	1405	686
672	1407	683
673	1409	681
674	1411	679
675	1412	677
676	1414	674
677	1416	672
678	1418	670
679	1420	668
680	1422	666
681	1424	664
682	1426	661
683	1427	659
684	1429	657
685	1431	655
686	1433	653
687	1435	650
688	1436	648
689	1438	646
690	1440	644
691	1442	641
692	1444	639
693	1445	637
694	1447	635
695	1449	633
696	1451	630
697	1452	628
698	1454	626
699	1456	624
700	1458	621
701	1459	619
702	1461	617
703	1463	615
704	1465	613
705	1467	610
706	1468	608
707	1470	606
708	1472	604
709	1474	602
710	1476	599
711	1478	597
712	1480	595
713	1481	593
714	1483	591
715	1485	589
716	1487	587
717	1489	584
718	1491	582
719	1493	580
720	1494	578
721	1496	576
722	1498	574
723	1500	572
724	1502	569
725	1504	567
726	1506	565
727	1508	563
728	1510	561
729	1512	559
730	1514	557
731	1516	555
732	1518	553
733	1520	550
734	1522	548
735	1524	546
736	1526	544
737	1528	542
738	1530	540
739	1532	538
740	1534	536
741	1536	534
742	1538	532
743	1540	530
744	1541	527
745	1543	525
746	1545	523
747	1547	521
748	1549	519
749	1551	517
750	1553	515
751	1555	512
752	1556	510
753	1558	508
754	1560	506
755	1562	504
756	1564	502
757	1566	500
758	1568	497
759	1570	495
760	1572	493
761	1573	491
762	1575	489
763	1577	487
764	1579	485
765	1581	483
766	1583	480
767	1585	478
768	1587	476
769	1589	474
770	1591	472
771	1593	470
772	1594	468
773	1596	466
774	1599	464
775	1601	462
776	1602	460
777	1604	457
778	1606	455
779	1608	453
780	1610	451
781	1612	449
782	1614	447
783	1616	445
784	1618	443
785	1620	441
786	1622	439
787	1624	437
788	1626	434
789	1628	432
790	1630	430
791	1632	428
792	1634	426
793	1636	424
794	1637	422
795	1639	420
796	1641	418
797	1643	416
798	1645	413
799	1647	411
800	1649	409
801	1651	407
802	1653	405
803	1654	403
804	1656	401
805	1658	399
806	1660	397
807	1662	395
808	1664	392
809	1666	390
810	1668	388
811	1669	386
812	1671	384
813	1673	382
814	1675	380
815	1677	378
816	1679	376
817	1681	374
818	1682	371
819	1684	369
820	1686	367
821	1688	365
822	1690	363
823	1692	361
824	1694	359
825	1695	357
826	1697	355
827	1699	353
828	1701	350
829	1702	348
830	1704	346
831	1706	344
832	1708	342
833	1710	340
834	1712	338
835	1713	336
836	1715	334
837	1717	332
838	1719	329
839	1721	327
840	1722	325
841	1724	323
842	1726	321
843	1728	319
844	1729	317
845	1731	315
846	1733	313
847	1735	311
848	1737	308
849	1739	306
850	1740	304
851	1742	302
852	1744	300
853	1746	298
854	1748	296
855	1750	294
856	1751	292
857	1753	290
858	1755	288
859	1757	286
860	1759	284
861	1761	281
862	1762	279
863	1764	277
864	1766	275
865	1768	273
866	1770	271
867	1771	269
868	1773	267
869	1775	265
870	1777	263
871	1779	261
872	1780	259
873	1782	257
874	1784	254
875	1786	252
876	1788	250
877	1790	248
878	1791	246
879	1793	244
880	1795	242
881	1797	240
882	1799	238
883	1800	236
884	1802	234
885	1804	232
886	1806	230
887	1808	228
888	1809	225
889	1811	223
890	1813	221
891	1815	219
892	1817	217
893	1818	215
894	1820	213
895	1822	211
896	1824	209
897	1826	207
898	1828	205
899	1830	203
900	1831	201
901	1833	199
902	1835	197
903	1837	195
904	1839	193
905	1841	191
906	1843	188
907	1844	186
908	1846	184
909	1848	182
910	1850	180
911	1852	178
912	1854	176
913	1856	174
914	1857	172
915	1859	170
916	1861	168
917	1863	166
918	1865	164
919	1867	162
920	1868	160
921	1870	158
922	1872	156
923	1874	154
924	1876	152
925	1878	150
926	1880	148
927	1882	146
928	1884	143
929	1885	141
930	1887	139
931	1889	137
932	1891	135
933	1893	133
934	1895	131
935	1896	129
936	1898	127
937	1900	125
938	1902	123
939	1904	121
940	1906	119
941	1908	117
942	1909	115
943	1911	113
944	1913	111
945	1915	109
946	1917	107
947	1919	105
948	1921	103
949	1923	101
950	1925	99
951	1927	97
952	1929	95
953	1931	93
954	1932	91
955	1934	89
956	1936	87
957	1938	84
958	1940	82
959	1942	80
960	1944	78
961	1946	76
962	1948	74
963	1950	72
964	1951	70
965	1953	68
966	1955	66
967	1957	64
968	1959	62
969	1961	60
970	1962	58
971	1964	56
972	1966	54
973	1968	52
974	1970	50
975	1972	48
976	1973	46
977	1975	44
978	1977	42
979	1979	40
980	1981	38
981	1983	36
982	1984	34
983	1986	32
984	1988	30
985	1990	28
986	1992	26
987	1994	24
988	1996	22
989	1997	20
990	1999	18
991	2001	16
992	2003	14
993	2005	12
994	2007	10
995	2008	8
996	2010	6
997	2012	4
998	2014	2
999	2016	0
