iter	Logloss
142	0.1373386767
143	0.137097779
144	0.1368652019
145	0.1367476632
146	0.1365308996
147	0.1363929731
148	0.1361778481
149	0.1359195581
150	0.1356857095
151	0.1355036622
152	0.135319985
153	0.1350463082
154	0.1349431492
155	0.1346382124
156	0.1343445063
157	0.1341109905
158	0.1338724909
159	0.1336750824
160	0.1334744737
161	0.1332465221
162	0.1331020415
163	0.1329146008
164	0.1325763387
165	0.1323837861
166	0.1322296279
167	0.1320463091
168	0.1318822942
169	0.1317405786
170	0.1315470105
171	0.131386503
172	0.1311652506
173	0.1310331613
174	0.1309427863
175	0.1307151419
176	0.1305261053
177	0.1303309157
178	0.1301883296
179	0.1300781643
180	0.1299086364
181	0.1297741662
182	0.1296789438
183	0.1295185815
184	0.1294055316
185	0.1293387104
186	0.1292269491
187	0.1290062599
188	0.1288314239
189	0.1286638076
190	0.1285262567
191	0.1283939455
192	0.1282373637
193	0.1280498889
194	0.1279278186
195	0.1277321937
196	0.12748452
197	0.1272642063
198	0.1271346517
199	0.1270092958
200	0.1268738442
201	0.1266605198
202	0.126572705
203	0.1264059762
204	0.126239623
205	0.125984226
206	0.1258845489
207	0.125666693
208	0.1254608359
209	0.1253438348
210	0.1252578548
211	0.125166046
212	0.1250241341
213	0.1248901845
214	0.1247903367
215	0.1246404285
216	0.124500983
217	0.1243858764
218	0.1242837927
219	0.1241431951
220	0.1240685055
221	0.1239671472
222	0.1238374305
223	0.1237232114
224	0.1236330071
225	0.1235081461
226	0.1234008823
227	0.1232447272
228	0.1231250635
229	0.1230113053
230	0.1228541773
231	0.1227604484
232	0.1226764141
233	0.1224529002
234	0.1223445269
235	0.1222562342
236	0.1220728044
237	0.1219277606
238	0.1217521992
239	0.1216283709
240	0.1215245292
241	0.1213780004
242	0.1212517655
243	0.121124131
244	0.1209594249
245	0.1208405719
246	0.1207443596
247	0.1205436485
248	0.1203957372
249	0.1202501131
250	0.1201189455
251	0.1199083947
252	0.1197505243
253	0.1195995322
254	0.1194039586
255	0.1192287983
256	0.1190662683
257	0.1189329245
258	0.118838402
259	0.1186383224
260	0.1185080082
261	0.11835484
262	0.1182714543
263	0.1181462264
264	0.1180372388
265	0.1179972228
266	0.1178669087
267	0.1177333687
268	0.1175594458
269	0.1174375803
270	0.1173204085
271	0.1172374239
272	0.1170925337
273	0.1170203702
274	0.116868849
275	0.1167352493
276	0.1166167462
277	0.1165263541
278	0.1163973968
279	0.1162813515
280	0.1161484772
281	0.1160335498
282	0.1158989516
283	0.1157938127
284	0.1157347148
285	0.1155846274
286	0.1154276274
287	0.1152933108
288	0.1152173923
289	0.1150844326
290	0.1149206738
291	0.1148195203
292	0.1146852122
293	0.1146218302
294	0.1144983176
295	0.1143417017
296	0.1142013686
297	0.1140485247
298	0.1139255925
299	0.1137825371
300	0.113685642
301	0.1135948403
302	0.1135097563
303	0.1134402043
304	0.1133382571
305	0.1132211877
306	0.1130607998
307	0.1129419553
308	0.1127734174
309	0.112668526
310	0.112612048
311	0.1125075236
312	0.1123612594
313	0.1122509062
314	0.1120949645
315	0.1119923944
316	0.1118957554
317	0.1118406343
318	0.1117742142
319	0.1117035356
320	0.1115752781
321	0.1114513645
322	0.111320086
323	0.1111661668
324	0.1110463665
325	0.1109324376
326	0.1107975322
327	0.1106712802
328	0.1105838579
329	0.1105042187
330	0.110379554
331	0.1102948541
332	0.1102196354
333	0.1101389635
334	0.1100236009
335	0.1099180098
336	0.1098028605
337	0.1096976705
338	0.1096149078
339	0.1094861639
340	0.1093088956
341	0.1092085785
342	0.1091068959
343	0.1089975669
344	0.1089205048
345	0.108806721
346	0.108729147
347	0.1085718398
348	0.1084637055
349	0.1082957223
350	0.1082098532
351	0.1080616518
352	0.1079108219
353	0.1078253966
354	0.107737155
355	0.107634363
356	0.1075169267
357	0.1074315952
358	0.1073447106
359	0.1072901442
360	0.10718719
361	0.1070619451
362	0.1070014988
363	0.1069002002
364	0.1068180775
365	0.1067469211
366	0.1066684339
367	0.1065234242
368	0.1064566713
369	0.1063855489
370	0.1062585545
371	0.1061659179
372	0.10604884
373	0.1059262064
374	0.1058445105
375	0.1058025659
376	0.1056092708
377	0.1054773267
378	0.1053565791
379	0.105202805
380	0.1051418979
381	0.105042528
382	0.1049365187
383	0.104838847
384	0.1047421483
385	0.1046291582
386	0.1045378444
387	0.1044634194
388	0.1043522555
389	0.1042361675
390	0.1041716591
391	0.1041166062
392	0.1039683792
393	0.1038242229
394	0.1037580418
395	0.1037091078
396	0.1036067852
397	0.1035036433
398	0.1033839369
399	0.1033096228
400	0.1032379714
401	0.1031575043
402	0.1030615139
403	0.1029848956
404	0.1028809686
405	0.1028394934
406	0.1027828106
407	0.1027183959
408	0.1026076844
409	0.1024662078
410	0.1023581076
411	0.1022785195
412	0.1021946047
413	0.1021342779
414	0.102026502
415	0.1018910163
416	0.1017735116
417	0.1016489835
418	0.1015782538
419	0.1015097172
420	0.1014203151
421	0.1013508227
422	0.1013192128
423	0.1012572645
424	0.1011634502
425	0.1010590624
426	0.1009949208
427	0.1009197619
428	0.1008316825
429	0.1007846943
430	0.1006986631
431	0.1006255523
432	0.1006220192
433	0.1005302446
434	0.1004254813
435	0.1003424625
436	0.1002921205
437	0.1001789511
438	0.1000485858
439	0.09992904151
440	0.09984184965
441	0.09977866393
442	0.09973090767
443	0.09967029068
444	0.09958064956
445	0.09948244031
446	0.0994083908
447	0.0992401601
448	0.09901467479
449	0.09894072769
450	0.09885897199
451	0.09876172708
452	0.09865406216
453	0.0985429751
454	0.09848295549
455	0.09839622446
456	0.09831797623
457	0.0982470331
458	0.09813292501
459	0.09808109804
460	0.097894963
461	0.09785980293
462	0.0977400368
463	0.09757550131
464	0.09750070935
465	0.09744996619
466	0.09735293463
467	0.09728840053
468	0.09718573653
469	0.09711000583
470	0.09698869505
471	0.09687312764
472	0.09682947624
473	0.09671954127
474	0.09664445062
475	0.09659824755
476	0.09652628888
477	0.09647553719
478	0.09638294331
479	0.09628659447
480	0.09622150566
481	0.09614018519
482	0.0960624746
483	0.0959743184
484	0.09591964107
485	0.09585019993
486	0.09577905198
487	0.09568310424
488	0.09560073409
489	0.09551968671
490	0.095455878
491	0.09537893547
492	0.09526654271
493	0.09514588904
494	0.09503747313
495	0.09497894697
496	0.09484428047
497	0.094760323
498	0.09467746641
499	0.09461515969
500	0.09451230794
501	0.09444727034
502	0.09436664112
503	0.09428392107
504	0.09422768202
505	0.09413993545
506	0.09408652116
507	0.09405539767
508	0.09396738654
509	0.09389589724
510	0.09381772581
511	0.09374534897
512	0.09364425523
513	0.09356384789
514	0.09349894684
515	0.09343159652
516	0.09335681309
517	0.09328214914
518	0.09323835266
519	0.09315963506
520	0.09307381717
521	0.0929757786
522	0.09288214357
523	0.09279379962
524	0.09270778545
525	0.09260949939
526	0.09251257024
527	0.09242343263
528	0.09239222379
529	0.09230961469
530	0.09226170482
531	0.09215977475
532	0.09205212689
533	0.09199839684
534	0.09190189438
535	0.09184208812
536	0.09175458904
537	0.0916424779
538	0.0915821596
539	0.0914564026
540	0.09140350888
541	0.09129659495
542	0.09120815712
543	0.09113221307
544	0.09096876994
545	0.09089804016
546	0.09081213693
547	0.09074265311
548	0.09066059019
549	0.09060221764
550	0.09053053205
551	0.09044505552
552	0.09041301889
553	0.09035878533
554	0.09029059015
555	0.09021281129
556	0.09014083555
557	0.09009573337
558	0.09005027276
559	0.08997992701
560	0.08989002134
561	0.08984719774
562	0.08975643013
563	0.08969427702
564	0.08963821718
565	0.08955253584
566	0.08943993827
567	0.0893787495
568	0.08931104929
569	0.08922836338
570	0.08917298626
571	0.0890664649
572	0.08899826971
573	0.08892828239
574	0.08882217066
575	0.08874460515
576	0.08869065321
577	0.08865314629
578	0.08857820925
579	0.08845659977
580	0.08840498615
581	0.08835012961
582	0.08826108587
583	0.08821378192
584	0.08815647612
585	0.08808055767
586	0.08800735303
587	0.08795542365
588	0.08791123461
589	0.08783026403
590	0.08777914538
591	0.0877238536
592	0.08766626618
593	0.08760458244
594	0.08754024463
595	0.08748083093
596	0.08740929896
597	0.08736013459
598	0.08731427289
599	0.08721343516
600	0.08714574349
601	0.0870920305
602	0.08702223093
603	0.08696914946
604	0.08689300059
605	0.08683239214
606	0.08679210313
607	0.08673423409
608	0.08669450832
609	0.08665680512
610	0.0866283869
611	0.08655457635
612	0.08646124855
613	0.0863951698
614	0.08633142936
615	0.08628051553
616	0.08612430922
617	0.0860658684
618	0.08599681129
619	0.08594423332
620	0.08584690307
621	0.08575821776
622	0.08570247369
623	0.08561811511
624	0.08558248567
625	0.08554351943
626	0.08547686037
627	0.08541178863
628	0.08535765748
629	0.08529125444
630	0.08520969502
631	0.08514596312
632	0.08508549121
633	0.08501815796
634	0.08499881992
635	0.08494948487
636	0.08488813396
637	0.08485364807
638	0.08481352121
639	0.08477697863
640	0.08475716269
641	0.08470571975
642	0.08466825549
643	0.0846187583
644	0.0845845199
645	0.08452063439
646	0.0844823338
647	0.08442192163
648	0.08437029094
649	0.08433804096
650	0.08427454801
651	0.08420702702
652	0.08412388881
653	0.08407684941
654	0.08403667988
655	0.08400658046
656	0.0839510412
657	0.08390574274
658	0.08382688006
659	0.08378397965
660	0.08374270923
661	0.08368485726
662	0.08360403176
663	0.08354681984
664	0.08349061492
665	0.08343590346
666	0.08335064028
667	0.0833068438
668	0.08325769651
669	0.08317973843
670	0.08312471121
671	0.08307622956
672	0.0829946104
673	0.0829504811
674	0.08286345992
675	0.08282789875
676	0.08274223447
677	0.08269359921
678	0.08259211291
679	0.0825402774
680	0.08248713619
681	0.08245451925
682	0.08241231009
683	0.08237620275
684	0.08232459766
685	0.08227536502
686	0.08220187876
687	0.08210462532
688	0.08208394744
689	0.08204236127
690	0.08199728469
691	0.08186803728
692	0.08178915753
693	0.08174493436
694	0.0817099791
695	0.0816758431
696	0.08164325176
697	0.08163626242
698	0.08158430744
699	0.08154494864
700	0.08151130762
701	0.08138687339
702	0.08134269288
703	0.08131005887
704	0.0812266049
705	0.0811859916
706	0.0811325517
707	0.08107379512
708	0.08105253693
709	0.08102807849
710	0.08097073002
711	0.08093760958
712	0.08088281277
713	0.08084627019
714	0.08077548921
715	0.08074143856
716	0.08069876856
717	0.08062431796
718	0.08057802102
719	0.08052947111
720	0.08048284134
721	0.0804104389
722	0.08038520386
723	0.0803369441
724	0.08028965722
725	0.0802334267
726	0.08016314923
727	0.08011699736
728	0.08009688273
729	0.08007372999
730	0.0800366583
731	0.08000521052
732	0.07994603577
733	0.07989699942
734	0.07985706031
735	0.07977321377
736	0.07973688454
737	0.07971715394
738	0.07968119167
739	0.07960636557
740	0.07956093056
741	0.07954908537
742	0.07951700607
743	0.07940143867
744	0.0793949443
745	0.07937261936
746	0.07930008037
747	0.07922959808
748	0.07915003561
749	0.07909983863
750	0.07902939901
751	0.07898532944
752	0.07894899168
753	0.07884506465
754	0.07881084331
755	0.07876994839
756	0.07872657861
757	0.07869011284
758	0.07862280519
759	0.07858969328
760	0.07855951706
761	0.07849402716
762	0.0784183818
763	0.07837147894
764	0.07826722762
765	0.0781989727
766	0.07813715241
767	0.07809094935
768	0.07805689869
769	0.07802771242
770	0.07798157762
771	0.0778794342
772	0.0778349294
773	0.07779216553
774	0.07775525599
775	0.07772193072
776	0.0776206151
777	0.07755291489
778	0.07754691549
779	0.07750232534
780	0.07742744804
781	0.07737363265
782	0.07733215742
783	0.07727665229
784	0.07721917581
785	0.07715791024
786	0.07707118775
787	0.07700576612
788	0.07699985205
789	0.0769038019
790	0.07687160313
791	0.07683701483
792	0.07675985042
793	0.07670670068
794	0.07665931138
795	0.07661188796
796	0.07656945692
797	0.07652159825
798	0.07644880325
799	0.07637405396
800	0.07634579789
801	0.07627498277
802	0.07622257548
803	0.07613848146
804	0.07604278121
805	0.07600039284
806	0.07593691696
807	0.0758964402
808	0.0758789199
809	0.07583326301
810	0.07580962384
811	0.07571324939
812	0.07566690125
813	0.07560881886
814	0.07558145886
815	0.07555873282
816	0.07551936549
817	0.07544195359
818	0.07536684587
819	0.07534397475
820	0.07530366014
821	0.07524381975
822	0.07520545089
823	0.07517462609
824	0.07510642237
825	0.07502471787
826	0.07494541996
827	0.07490508828
828	0.07489963506
829	0.07487765148
830	0.07481938134
831	0.07478181468
832	0.0746571927
833	0.07458815265
834	0.07450655056
835	0.0744347455
836	0.07439910752
837	0.07436088374
838	0.07432905193
839	0.07425059888
840	0.07424497498
841	0.07416879197
842	0.07411291989
843	0.07402472101
844	0.0739954494
845	0.07396744082
846	0.07390192531
847	0.07388138398
848	0.0738273467
849	0.0737537495
850	0.07370848517
851	0.07367096971
852	0.07360899582
853	0.07354437638
854	0.07350716815
855	0.07341657122
856	0.07338720573
857	0.07335528858
858	0.07333423521
859	0.07325239416
860	0.07318963514
861	0.07311852986
862	0.07311351187
863	0.07307568066
864	0.07299952326
865	0.072917503
866	0.07279587645
867	0.07270672177
868	0.0726566528
869	0.07258226194
870	0.0725154322
871	0.07244874754
872	0.07238945332
873	0.07231204995
874	0.07226120439
875	0.0722057334
876	0.07218589185
877	0.07211740652
878	0.07209592644
879	0.07204271696
880	0.07199110334
881	0.07194676922
882	0.07192742265
883	0.0718220107
884	0.07180308229
885	0.07175402887
886	0.07172212878
887	0.07165547825
888	0.07161285947
889	0.07158591763
890	0.07151974501
891	0.07149231674
892	0.07145499756
893	0.07143675188
894	0.07134263041
895	0.07130805065
896	0.07125189267
897	0.07121457776
898	0.07120830954
899	0.07116635214
900	0.07110389607
901	0.07108607282
902	0.07104984599
903	0.07096875167
904	0.07095738012
905	0.07092472051
906	0.07084897701
907	0.07080175413
908	0.07076097868
909	0.07072925781
910	0.07068975393
911	0.07064901262
912	0.0705648162
913	0.07053644065
914	0.07050943908
915	0.07046786997
916	0.07040436423
917	0.07034140039
918	0.07033683043
919	0.07030713212
920	0.07024699303
921	0.07019886554
922	0.07016244244
923	0.07008213325
924	0.07004873971
925	0.07001072928
926	0.06994150149
927	0.0699061622
928	0.06989009268
929	0.06986134164
930	0.06985057174
931	0.06981618826
932	0.06978772737
933	0.06973860568
934	0.06968841723
935	0.06962115226
936	0.06959150942
937	0.0695220384
938	0.06950558485
939	0.06945699653
940	0.0693898809
941	0.06934293965
942	0.06931877563
943	0.06930345284
944	0.0692615253
945	0.0692571687
946	0.06922877608
947	0.06919490464
948	0.06913321237
949	0.06906796142
950	0.06904146762
951	0.06902555598
952	0.06900995583
953	0.06899440689
954	0.06894010079
955	0.06890245305
956	0.06886921313
957	0.06881657543
958	0.06878469241
959	0.06876978351
960	0.06870733598
961	0.06860872136
962	0.0685809176
963	0.06855838357
964	0.06847775863
965	0.06845030475
966	0.06838068866
967	0.06837675449
968	0.06828826973
969	0.06819652924
970	0.06814494976
971	0.06807759091
972	0.06807385302
973	0.06804091605
974	0.06798771084
975	0.06792845929
976	0.06789630745
977	0.06787144791
978	0.06780899184
979	0.06778371414
980	0.06771577925
981	0.06766438324
982	0.06761656298
983	0.06758959981
984	0.06753988074
985	0.06750725526
986	0.06748074013
987	0.06743459254
988	0.06739557936
989	0.06736107641
990	0.06734626139
991	0.06728347676
992	0.06723447027
993	0.06721010144
994	0.06716221291
995	0.06707303263
996	0.0670585291
997	0.06700096728
998	0.0669221174
999	0.06690745599
