iter	Logloss
408	0.1023422361
409	0.1022582829
410	0.1022199418
411	0.1021468429
412	0.1020693098
413	0.1019113171
414	0.1018649137
415	0.1017983095
416	0.1017081752
417	0.1016622719
418	0.1015451958
419	0.1014772628
420	0.1014422512
421	0.101337933
422	0.1012860427
423	0.1012098981
424	0.1011473475
425	0.1010044344
426	0.1009916391
427	0.1009446236
428	0.1008577142
429	0.1008067122
430	0.1006887477
431	0.1006072804
432	0.1005269627
433	0.100452774
434	0.1004187104
435	0.1003491874
436	0.1002953561
437	0.1002120225
438	0.1001573029
439	0.100031597
440	0.09996617983
441	0.09989384989
442	0.09982879101
443	0.09973349077
444	0.09960007341
445	0.09950943889
446	0.09944975493
447	0.0993094323
448	0.09928516306
449	0.09922441158
450	0.09908608961
451	0.09901539454
452	0.09895693486
453	0.09883614856
454	0.09878298914
455	0.09872820233
456	0.09862479492
457	0.09854360383
458	0.09849052653
459	0.09843556802
460	0.09835501893
461	0.0982733426
462	0.09816866612
463	0.09810395063
464	0.09800209598
465	0.09795152698
466	0.09774192765
467	0.09770165311
468	0.0976491357
469	0.09753403785
470	0.09749546536
471	0.09739401382
472	0.09731930249
473	0.09720453311
474	0.09713224049
475	0.0970325358
476	0.09695128499
477	0.09683408196
478	0.09670527807
479	0.09665992722
480	0.09657066629
481	0.09644885726
482	0.09637404141
483	0.09629332063
484	0.09627058175
485	0.09615873124
486	0.0961022573
487	0.09606220671
488	0.09600849488
489	0.0959931465
490	0.09593423892
491	0.09578112847
492	0.09566173068
493	0.09563304207
494	0.09561263978
495	0.09552634999
496	0.09551665274
497	0.09547286957
498	0.09543181119
499	0.09537594939
500	0.09533090461
501	0.09523167022
502	0.09514614934
503	0.0950880256
504	0.09503884511
505	0.09490951867
506	0.09478284981
507	0.09472804807
508	0.09463214314
509	0.09459623572
510	0.09456488204
511	0.09446784988
512	0.09436629383
513	0.09428443088
514	0.09420585259
515	0.09417617111
516	0.09406282011
517	0.09399290141
518	0.09391953381
519	0.09384096299
520	0.09374676012
521	0.09367779696
522	0.09361500749
523	0.09354661169
524	0.09348977942
525	0.09345767923
526	0.09343680664
527	0.09336020662
528	0.09331155616
529	0.09321462851
530	0.09318573088
531	0.09313575909
532	0.09306386212
533	0.09302208708
534	0.09296644177
535	0.09289947928
536	0.09282790331
537	0.09274292739
538	0.09269095494
539	0.09256227049
540	0.09251578493
541	0.09245477964
542	0.09238278563
543	0.09234366818
544	0.09231858524
545	0.09221767119
546	0.09213431521
547	0.0920780055
548	0.09198765465
549	0.09196479633
550	0.09191245062
551	0.09186649509
552	0.09183285708
553	0.09178255682
554	0.09173461556
555	0.09166596594
556	0.09160834982
557	0.09156164778
558	0.09150101574
559	0.09145500049
560	0.09140514814
561	0.09136263405
562	0.09131716375
563	0.09125354565
564	0.09120500718
565	0.09113107222
566	0.09107457588
567	0.0910312033
568	0.09098091797
569	0.09094704107
570	0.09090437021
571	0.090834026
572	0.09077546181
573	0.09072514663
574	0.09064478417
575	0.0905624957
576	0.09051279266
577	0.09039532835
578	0.09034327378
579	0.09031831028
580	0.09028491862
581	0.09018333271
582	0.09012897887
583	0.09010747921
584	0.08999057479
585	0.08990821167
586	0.08989012358
587	0.0898128293
588	0.08974156688
589	0.08965347798
590	0.0896082391
591	0.08952679419
592	0.08944743207
593	0.08941287584
594	0.08937682658
595	0.08933526802
596	0.08928585612
597	0.08926239312
598	0.08921645252
599	0.08917042234
600	0.08908694691
601	0.08904341756
602	0.08898954895
603	0.08893933828
604	0.08889500269
605	0.08884615068
606	0.08880150901
607	0.08875646423
608	0.08867984182
609	0.088616164
610	0.0885644155
611	0.08850860596
612	0.08845991818
613	0.08841791918
614	0.08836622294
615	0.08827252771
616	0.08821359773
617	0.08814862096
618	0.08807484278
619	0.08802846173
620	0.08792109032
621	0.08787844186
622	0.08783698035
623	0.08774641302
624	0.08770615341
625	0.08761866919
626	0.08757331087
627	0.08754189747
628	0.08743274935
629	0.08739198211
630	0.08734957999
631	0.08730745409
632	0.08726486535
633	0.08719392392
634	0.08715415701
635	0.08712286305
636	0.08704633022
637	0.08700536142
638	0.08696739361
639	0.08692022872
640	0.08688814346
641	0.08678412391
642	0.08671198806
643	0.08666464401
644	0.08662625815
645	0.08657783165
646	0.08654428322
647	0.08649357238
648	0.08639494267
649	0.08634267161
650	0.08627320829
651	0.0861905167
652	0.08608665392
653	0.08604141504
654	0.08595435633
655	0.08593119194
656	0.08584672364
657	0.08570052593
658	0.0856864765
659	0.08560868952
660	0.0855625175
661	0.08552869285
662	0.08548262535
663	0.08536433987
664	0.08526829311
665	0.08518027886
666	0.08515833129
667	0.08503603702
668	0.08494064719
669	0.08490576996
670	0.08486409197
671	0.08476582805
672	0.08471246708
673	0.08464030137
674	0.0845603271
675	0.08449212539
676	0.08444666256
677	0.0843342671
678	0.08419673643
679	0.08415980628
680	0.0840898204
681	0.08398231462
682	0.08390591616
683	0.08382861442
684	0.08379404326
685	0.08372814081
686	0.0836581624
687	0.0836135058
688	0.08356896119
689	0.0835353605
690	0.08346799488
691	0.0834201432
692	0.08334629036
693	0.08325661885
694	0.08318518473
695	0.08313962485
696	0.08309580435
697	0.08303367928
698	0.08297395053
699	0.08291088485
700	0.08286737043
701	0.08272565928
702	0.0826141447
703	0.08254558466
704	0.08250242857
705	0.08246949228
706	0.08233391749
707	0.08227250907
708	0.08218190441
709	0.08205058477
710	0.08196368283
711	0.08191377076
712	0.08185183232
713	0.08172626085
714	0.08169591497
715	0.08166560641
716	0.08158108586
717	0.08151321262
718	0.0814617478
719	0.08139664413
720	0.08133086113
721	0.08127110252
722	0.08119248691
723	0.08112291907
724	0.08103589769
725	0.08095959628
726	0.08093068371
727	0.08081766117
728	0.08074408455
729	0.08069468011
730	0.08060677038
731	0.0805352616
732	0.08047515212
733	0.08041564732
734	0.08035927043
735	0.08032826761
736	0.0802901505
737	0.08024890549
738	0.08016482538
739	0.08009523515
740	0.08003605135
741	0.079942916
742	0.07991378695
743	0.07984521198
744	0.07973838552
745	0.07965771699
746	0.07961791276
747	0.07955769877
748	0.07946487696
749	0.0794216686
750	0.07938404419
751	0.07932592045
752	0.0792559271
753	0.07921276354
754	0.07918424662
755	0.07915635678
756	0.07909040955
757	0.07897165377
758	0.07893547013
759	0.07887857068
760	0.07885170356
761	0.07883372745
762	0.0787518421
763	0.07871589735
764	0.07862628556
765	0.07854864789
766	0.07849333104
767	0.07843583437
768	0.07839682144
769	0.07835558389
770	0.07831834767
771	0.07827687124
772	0.07820136113
773	0.07814840328
774	0.07808504646
775	0.07804477938
776	0.07798926844
777	0.07796231175
778	0.07791113807
779	0.07783514273
780	0.07778446922
781	0.07773548283
782	0.0777007549
783	0.07768331628
784	0.07762183322
785	0.07756622523
786	0.0774933354
787	0.07743542815
788	0.07738008891
789	0.077340964
790	0.07724092338
791	0.07715634311
792	0.07710719995
793	0.0770370349
794	0.07696455565
795	0.07691428526
796	0.07688090853
797	0.07685622124
798	0.07679309584
799	0.07676092099
800	0.07669490657
801	0.07665751358
802	0.07659303699
803	0.07649705741
804	0.07642595922
805	0.0763929856
806	0.07633285373
807	0.07629612514
808	0.07625263311
809	0.07618852977
810	0.07611952929
811	0.07608277084
812	0.0760355089
813	0.07600092281
814	0.07594569555
815	0.07591567814
816	0.07586074949
817	0.07580160301
818	0.07576778584
819	0.07573650681
820	0.07569031986
821	0.07564935106
822	0.07558720359
823	0.07552715384
824	0.07546911221
825	0.07537747736
826	0.07532977498
827	0.07530306463
828	0.07523834169
829	0.07521310944
830	0.07515965889
831	0.07508480572
832	0.0750612606
833	0.0750349907
834	0.07496893149
835	0.07489191343
836	0.07486051496
837	0.07477306806
838	0.07470441844
839	0.07464097951
840	0.07455006131
841	0.07449200475
842	0.07436543295
843	0.0743074809
844	0.07418688869
845	0.07411358828
846	0.0740832424
847	0.07402007967
848	0.07396337431
849	0.07388944682
850	0.07383736239
851	0.07378129157
852	0.07374889277
853	0.07369756232
854	0.07364638118
855	0.07362123851
856	0.07356678763
857	0.07351100795
858	0.0734909192
859	0.07342888371
860	0.07337412676
861	0.07331682418
862	0.07324577078
863	0.07319539587
864	0.07319073761
865	0.0731570996
866	0.07309416829
867	0.07307124278
868	0.07301632905
869	0.07296392362
870	0.0729159301
871	0.07284772839
872	0.07281854708
873	0.07275065144
874	0.07268962375
875	0.07262604297
876	0.07258977722
877	0.07254485935
878	0.07248843766
879	0.07240238675
880	0.07233390136
881	0.07222164027
882	0.07213832161
883	0.07208020533
884	0.07202422409
885	0.07199219855
886	0.07192447461
887	0.07189785384
888	0.07186293929
889	0.0718291669
890	0.07177052059
891	0.07174292936
892	0.07166064089
893	0.07164029832
894	0.07157650106
895	0.07151670512
896	0.07145511754
897	0.0714088634
898	0.07134932128
899	0.0713001408
900	0.07125325959
901	0.07120569158
902	0.0711551823
903	0.07112472445
904	0.0710578366
905	0.07101900284
906	0.07097007617
907	0.07094631456
908	0.07090033664
909	0.0708694458
910	0.07082213161
911	0.0707833277
912	0.07077890833
913	0.07072437533
914	0.07068798267
915	0.0706435127
916	0.07056609152
917	0.07056178412
918	0.07053567099
919	0.07049612803
920	0.07044535
921	0.07042220801
922	0.07038754726
923	0.07034052421
924	0.07026357333
925	0.07019609574
926	0.07015315614
927	0.07012782685
928	0.07007521986
929	0.07001334114
930	0.06997538826
931	0.06994355681
932	0.06990175191
933	0.06986489641
934	0.06983562552
935	0.06979411922
936	0.06974608091
937	0.0696846277
938	0.06964448753
939	0.06959822593
940	0.06950794974
941	0.0694830385
942	0.06943304431
943	0.0693863348
944	0.06934938972
945	0.06932793485
946	0.06929655131
947	0.06926451084
948	0.06921417326
949	0.06912958552
950	0.06907171559
951	0.06903320283
952	0.06895225809
953	0.06889647094
954	0.06886824516
955	0.06882169242
956	0.06876218016
957	0.06871141706
958	0.06868082483
959	0.06861640049
960	0.06859209393
961	0.06851180612
962	0.06847895195
963	0.06840347917
964	0.06836825854
965	0.06833099246
966	0.06825700525
967	0.0682208664
968	0.0681955819
969	0.06816899846
970	0.06810236444
971	0.06807348919
972	0.06804527089
973	0.0680209046
974	0.06799273108
975	0.06795155326
976	0.06791758677
977	0.06787569229
978	0.06784068068
979	0.06776340134
980	0.06775931789
981	0.06773294348
982	0.06771040616
983	0.06767677561
984	0.06764108467
985	0.06760837234
986	0.06759767476
987	0.06753980484
988	0.06750740604
989	0.06746472025
990	0.06740655918
991	0.06737391403
992	0.06729947891
993	0.06726814763
994	0.06723966057
995	0.06721586164
996	0.0671907563
997	0.06716387426
998	0.06712439102
999	0.06709444826
